mssv,ho_ten,ngay_sinh,khoa,nganh,tin_chi_tich_luy,tin_chi_yeu_cau,gpa_tich_luy,xep_loai_hoc_luc,diem_ren_luyen,chuandau_ngoai_ngu,chuandau_tin_hoc,chung_chi_gdqp_gddt,no_hoc_phi,ky_luat,ket_qua_xet_tot_nghiep,ly_do_chi_tiet
201A000256,Le Quoc Lam,2002-02-02,Ngoai ngu,Ngon ngu Nhat,125,125,3.55,Gioi,95,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000257,Dinh Kim Khoa,2002-05-17,Cong nghe Thong tin,Cong nghe Thong tin,132,132,3.7,Xuat sac,61,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000258,Ngo Quoc Yen,2002-09-23,Ky thuat Cong nghe,Cong nghe Ky thuat O to,124,135,3.17,Kha,76,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 11 tin chi tich luy
201A000259,Tran Viet Quang,2002-06-11,Ngoai ngu,Ngon ngu Nhat,125,125,2.03,Trung binh,89,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000260,Cao Gia Khoa,2002-10-23,Cong nghe Thong tin,Cong nghe Thong tin,132,132,2.0,Trung binh,52,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000261,Ly Truc Dung,2002-10-22,Truyen thong,Quan he Cong chuong,126,126,2.1,Trung binh,87,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000262,Dang Thanh An,2002-05-26,Cong nghe Thong tin,Khoa hoc Du lieu,132,132,2.96,Kha,93,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000263,Bui Hoang Giang,2002-02-06,Kinh te,Marketing,128,128,2.86,Kha,61,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000264,Ly Ngoc Phong,2002-07-09,Cong nghe Thong tin,Ky thuat Phan mem,132,132,3.13,Kha,73,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000265,Dang Hoang Thao,2002-05-13,Cong nghe Thong tin,Khoa hoc Du lieu,132,132,2.53,Kha,82,Dat,Dat,Dat,1,0,Khong du dieu kien,Con no hoc phi / Chi phi thuat
201A000266,Vo Quoc Giang,2002-04-11,Kinh te,Luat Kinh te,128,128,3.7,Xuat sac,70,Chua dat,Dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Ngoai ngu
201A000267,Ngo Minh Giang,2002-01-04,Cong nghe Thong tin,Khoa hoc Du lieu,132,132,2.08,Trung binh,87,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000268,Huynh Tuyet Hang,2002-12-01,Kinh te,Luat Kinh te,128,128,2.15,Trung binh,90,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000269,Duong Kim Nam,2002-01-26,Cong nghe Thong tin,Ky thuat Phan mem,132,132,2.16,Trung binh,60,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000270,Nguyen Ngoc Phong,2002-11-29,Ngoai ngu,Ngon ngu Anh,125,125,1.93,Yeu,62,Dat,Dat,Dat,0,0,Khong du dieu kien,GPA tich luy duoi 2.00 (Yeu)
201A000271,Cao Thi Thinh,2002-06-06,Ngoai ngu,Ngon ngu Nhat,125,125,2.98,Kha,65,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000272,Duong Tan Cuong,2002-04-20,Kinh te,Quan tri Kinh doanh,128,128,2.64,Kha,65,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000273,Le Truc Thinh,2002-05-16,Cong nghe Thong tin,Khoa hoc Du lieu,122,132,3.93,Xuat sac,74,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 10 tin chi tich luy
201A000274,Vu Thanh Nam,2002-05-04,Cong nghe Thong tin,An toan Thong tin,132,132,3.43,Gioi,70,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000275,Truong Van Giang,2002-02-13,Kinh te,Tai chinh Ngan hang,128,128,2.08,Trung binh,66,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000276,Dinh Truc Dung,2002-10-03,Cong nghe Thong tin,An toan Thong tin,132,132,3.9,Xuat sac,64,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000277,Trinh Tan Lam,2002-05-10,Truyen thong,Quan he Cong chuong,126,126,2.35,Trung binh,50,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000278,Pham Thanh Vy,2002-02-25,Ngoai ngu,Ngon ngu Anh,125,125,2.36,Trung binh,90,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000279,Trinh Khanh Em,2002-07-16,Ky thuat Cong nghe,Cong nghe Ky thuat O to,123,135,3.83,Xuat sac,96,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 12 tin chi tich luy
201A000280,Mai Thi Quang,2002-07-24,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,2.5,Kha,51,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000281,Pham Phuong Nam,2002-06-14,Truyen thong,Truyen thong Da phuong tien,126,126,3.92,Xuat sac,80,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000282,Ly Ngoc Thao,2002-10-14,Cong nghe Thong tin,Cong nghe Thong tin,132,132,2.28,Trung binh,64,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000283,Ngo Viet Linh,2002-05-26,Truyen thong,Quan he Cong chuong,126,126,3.91,Xuat sac,62,Chua dat,Dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Ngoai ngu
201A000284,Ly Tan Dung,2002-09-11,Kinh te,Ke toan,117,128,3.24,Gioi,50,Chua dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 11 tin chi tich luy | Chua dat chuan dau ra Ngoai ngu
201A000285,Dang Truc An,2002-04-13,Cong nghe Thong tin,Khoa hoc Du lieu,132,132,3.92,Xuat sac,54,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000286,Hoang Viet Hang,2002-11-26,Truyen thong,Truyen thong Da phuong tien,126,126,3.09,Kha,77,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000287,Hoang Tan Quang,2002-09-01,Ky thuat Cong nghe,Cong nghe Ky thuat O to,132,135,3.19,Kha,93,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 3 tin chi tich luy
201A000288,Dang Gia Yen,2002-09-20,Ngoai ngu,Ngon ngu Trung Quoc,116,125,3.06,Kha,72,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 9 tin chi tich luy
201A000289,Cao Ngoc Thinh,2002-11-16,Kinh te,Luat Kinh te,122,128,2.47,Trung binh,57,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 6 tin chi tich luy
201A000290,Ly Khanh Phong,2002-04-24,Cong nghe Thong tin,Khoa hoc Du lieu,132,132,2.84,Kha,74,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000291,Trinh Kim Cuong,2002-10-14,Cong nghe Thong tin,Cong nghe Thong tin,125,132,2.32,Trung binh,81,Chua dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 7 tin chi tich luy | Chua dat chuan dau ra Ngoai ngu
201A000292,Duong Gia Nam,2002-07-18,Ngoai ngu,Ngon ngu Trung Quoc,125,125,2.62,Kha,66,Dat,Dat,Dat,1,0,Khong du dieu kien,Con no hoc phi / Chi phi thuat
201A000293,Phan Thanh Hang,2002-08-15,Ngoai ngu,Ngon ngu Nhat,125,125,2.14,Trung binh,77,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000294,Bui Huu Mai,2002-03-01,Ngoai ngu,Ngon ngu Anh,125,125,2.97,Kha,58,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000295,Mai Tan Giang,2002-10-24,Du lich,Quan tri Dich vu Du lich,124,124,2.37,Trung binh,62,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000296,Vo Quoc Bich,2002-01-19,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,2.86,Kha,55,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000297,Nguyen Thanh Quan,2002-08-26,Du lich,Quan tri Dich vu Du lich,124,124,2.84,Kha,87,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000298,Tran Minh Quan,2002-03-05,Ngoai ngu,Ngon ngu Trung Quoc,125,125,3.67,Xuat sac,76,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000299,Nguyen Nhat Cuong,2002-09-29,Truyen thong,Truyen thong Da phuong tien,126,126,2.39,Trung binh,76,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000300,Mai Ngoc Mai,2002-04-20,Du lich,Quan tri Khach san,124,124,3.06,Kha,55,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000301,Vo Tan Yen,2002-04-27,Kinh te,Marketing,128,128,3.46,Gioi,62,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000302,Ngo Thanh Quan,2002-07-08,Ngoai ngu,Ngon ngu Nhat,125,125,3.06,Kha,50,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000303,Vo Ngoc Thao,2002-04-21,Ngoai ngu,Ngon ngu Anh,125,125,2.94,Kha,62,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000304,Trinh Quoc Quan,2002-09-16,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,2.46,Trung binh,73,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000305,Nguyen Gia Linh,2002-01-17,Du lich,Quan tri Dich vu Du lich,124,124,3.72,Xuat sac,95,Chua dat,Dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Ngoai ngu
201A000306,Duong Hoang Mai,2002-01-13,Ky thuat Cong nghe,Cong nghe Ky thuat O to,133,135,2.9,Kha,54,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 2 tin chi tich luy
201A000307,Tran Hoang Lam,2002-05-13,Du lich,Quan tri Dich vu Du lich,124,124,2.6,Kha,92,Chua dat,Dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Ngoai ngu
201A000308,Bui Duc Bich,2002-10-02,Kinh te,Logistics va Quan ly Chuoi cung ung,128,128,3.88,Xuat sac,69,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000309,Hoang Duc Giang,2002-11-18,Du lich,Quan tri Dich vu Du lich,119,124,3.61,Xuat sac,81,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 5 tin chi tich luy
201A000310,Vo Ngoc Mai,2002-11-29,Cong nghe Thong tin,Khoa hoc Du lieu,132,132,3.84,Xuat sac,53,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000311,Vu Duc Nam,2002-03-03,Ngoai ngu,Ngon ngu Anh,125,125,3.28,Gioi,94,Dat,Chua dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Tin hoc
201A000312,Cao Khanh Em,2002-03-19,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,2.58,Kha,92,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000313,Dang Khanh Thao,2002-08-23,Kinh te,Luat Kinh te,128,128,2.25,Trung binh,95,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000314,Do Tuyet Yen,2002-01-24,Kinh te,Tai chinh Ngan hang,128,128,3.92,Xuat sac,81,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000315,Do Viet Linh,2002-08-23,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,3.49,Gioi,77,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000316,Nguyen Hoang Em,2002-07-10,Cong nghe Thong tin,Ky thuat Phan mem,122,132,2.25,Trung binh,97,Dat,Chua dat,Dat,0,0,Khong du dieu kien,Thieu 10 tin chi tich luy | Chua dat chuan dau ra Tin hoc
201A000317,Phan Tan Nam,2002-12-23,Truyen thong,Quan he Cong chuong,125,126,1.96,Yeu,83,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 1 tin chi tich luy | GPA tich luy duoi 2.00 (Yeu)
201A000318,Pham Hoang Cuong,2002-12-26,Kinh te,Marketing,128,128,2.28,Trung binh,90,Dat,Dat,Dat,1,0,Khong du dieu kien,Con no hoc phi / Chi phi thuat
201A000319,Pham Truc Thinh,2002-08-01,Ngoai ngu,Ngon ngu Trung Quoc,125,125,2.68,Kha,53,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000320,Duong Tuyet Mai,2002-02-10,Kinh te,Luat Kinh te,128,128,2.18,Trung binh,62,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000321,Phan Tan An,2002-08-30,Ngoai ngu,Ngon ngu Anh,125,125,3.35,Gioi,80,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000322,Bui Truc Hang,2002-05-01,Cong nghe Thong tin,Ky thuat Phan mem,132,132,2.68,Kha,51,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000323,Do Nhat Thao,2002-09-18,Ngoai ngu,Ngon ngu Nhat,125,125,1.97,Yeu,74,Dat,Dat,Dat,0,0,Khong du dieu kien,GPA tich luy duoi 2.00 (Yeu)
201A000324,Pham Huu Bich,2002-01-25,Kinh te,Ke toan,128,128,3.06,Kha,77,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000325,Do Minh Quang,2002-06-13,Cong nghe Thong tin,An toan Thong tin,124,132,2.21,Trung binh,74,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 8 tin chi tich luy
201A000326,Phan Ngoc Mai,2002-04-15,Truyen thong,Truyen thong Da phuong tien,126,126,2.75,Kha,61,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000327,Truong Van Hang,2002-10-23,Du lich,Quan tri Dich vu Du lich,124,124,3.19,Kha,74,Dat,Dat,Chua dat,0,0,Khong du dieu kien,Thieu chung chi GDQP-AN/GDDT
201A000328,Trinh Tuyet Hang,2002-01-11,Ngoai ngu,Ngon ngu Anh,125,125,2.15,Trung binh,87,Dat,Chua dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Tin hoc
201A000329,Nguyen Thanh Mai,2002-02-16,Truyen thong,Truyen thong Da phuong tien,126,126,2.59,Kha,74,Dat,Dat,Dat,1,1,Khong du dieu kien,Con no hoc phi / Chi phi thuat | Dang trong thoi gian ky luat cap Truong
201A000330,Le Gia Nam,2002-01-22,Cong nghe Thong tin,An toan Thong tin,132,132,2.37,Trung binh,51,Chua dat,Dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Ngoai ngu
201A000331,Pham Minh Nam,2002-03-17,Truyen thong,Truyen thong Da phuong tien,126,126,3.36,Gioi,70,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000332,Cao Huu Lam,2002-01-30,Truyen thong,Truyen thong Da phuong tien,126,126,2.14,Trung binh,75,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000333,Do Thi Phong,2002-02-19,Truyen thong,Quan he Cong chuong,126,126,2.0,Trung binh,70,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000334,Pham Viet Nam,2002-12-07,Cong nghe Thong tin,Ky thuat Phan mem,125,132,2.18,Trung binh,96,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 7 tin chi tich luy
201A000335,Dinh Viet Em,2002-03-06,Du lich,Quan tri Khach san,116,124,2.78,Kha,97,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 8 tin chi tich luy
201A000336,Tran Tuyet Khoa,2002-05-09,Ngoai ngu,Ngon ngu Nhat,125,125,3.28,Gioi,57,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000337,Phan Thanh Nam,2002-06-03,Kinh te,Quan tri Kinh doanh,128,128,2.96,Kha,95,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000338,Dinh Phuong Quang,2002-01-19,Truyen thong,Quan he Cong chuong,121,126,3.5,Gioi,56,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 5 tin chi tich luy
201A000339,Dinh Ngoc Bich,2002-01-12,Ky thuat Cong nghe,Cong nghe Ky thuat O to,125,135,2.23,Trung binh,64,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 10 tin chi tich luy
201A000340,Truong Duc Phong,2002-04-28,Ngoai ngu,Ngon ngu Anh,125,125,3.9,Xuat sac,54,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000341,Vu Van Bich,2002-07-03,Du lich,Quan tri Khach san,117,124,2.56,Kha,51,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 7 tin chi tich luy
201A000342,Pham Tuyet Hang,2002-11-28,Truyen thong,Quan he Cong chuong,126,126,3.0,Kha,92,Dat,Dat,Chua dat,0,0,Khong du dieu kien,Thieu chung chi GDQP-AN/GDDT
201A000343,Dinh Khanh Giang,2002-01-13,Truyen thong,Truyen thong Da phuong tien,119,126,2.67,Kha,90,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 7 tin chi tich luy
201A000344,Nguyen Phuong An,2002-10-02,Cong nghe Thong tin,Khoa hoc Du lieu,132,132,1.98,Yeu,90,Dat,Dat,Dat,0,0,Khong du dieu kien,GPA tich luy duoi 2.00 (Yeu)
201A000345,Hoang Kim Cuong,2002-05-10,Truyen thong,Truyen thong Da phuong tien,114,126,3.64,Xuat sac,68,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 12 tin chi tich luy
201A000346,Cao Viet Yen,2002-04-19,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,3.23,Gioi,72,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000347,Nguyen Kim Vy,2002-06-12,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,2.09,Trung binh,71,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000348,Vo Duc Bich,2002-05-13,Cong nghe Thong tin,Ky thuat Phan mem,132,132,3.34,Gioi,92,Dat,Chua dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Tin hoc
201A000349,Pham Tan Vy,2002-06-30,Cong nghe Thong tin,Khoa hoc Du lieu,132,132,3.09,Kha,63,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000350,Dang Kim Hang,2002-04-01,Truyen thong,Quan he Cong chuong,126,126,2.79,Kha,73,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000351,Vo Thanh Nam,2002-03-21,Cong nghe Thong tin,An toan Thong tin,132,132,3.72,Xuat sac,77,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000352,Pham Tuyet Thao,2002-07-20,Du lich,Quan tri Khach san,124,124,3.02,Kha,63,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000353,Ly Truc Lam,2002-01-16,Truyen thong,Truyen thong Da phuong tien,126,126,3.73,Xuat sac,57,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000354,Tran Tan Em,2002-05-06,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,3.77,Xuat sac,75,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000355,Le Tuyet Hang,2002-04-06,Kinh te,Luat Kinh te,128,128,3.06,Kha,80,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000356,Cao Ngoc Nhi,2002-03-25,Du lich,Quan tri Dich vu Du lich,124,124,2.94,Kha,92,Dat,Chua dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Tin hoc
201A000357,Tran Kim Phong,2002-02-25,Truyen thong,Truyen thong Da phuong tien,126,126,3.21,Gioi,77,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000358,Cao Quoc Dung,2002-11-28,Cong nghe Thong tin,Ky thuat Phan mem,132,132,3.07,Kha,91,Dat,Dat,Chua dat,1,0,Khong du dieu kien,Thieu chung chi GDQP-AN/GDDT | Con no hoc phi / Chi phi thuat
201A000359,Dang Tuyet Thinh,2002-05-06,Ngoai ngu,Ngon ngu Trung Quoc,125,125,1.99,Yeu,92,Dat,Dat,Dat,0,0,Khong du dieu kien,GPA tich luy duoi 2.00 (Yeu)
201A000360,Vu Van Giang,2002-03-01,Cong nghe Thong tin,An toan Thong tin,132,132,3.39,Gioi,89,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000361,Do Phuong Mai,2002-10-14,Ngoai ngu,Ngon ngu Nhat,125,125,1.95,Yeu,61,Dat,Dat,Dat,0,0,Khong du dieu kien,GPA tich luy duoi 2.00 (Yeu)
201A000362,Vo Viet Em,2002-05-31,Ngoai ngu,Ngon ngu Nhat,125,125,2.08,Trung binh,81,Chua dat,Dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Ngoai ngu
201A000363,Cao Kim Phong,2002-02-10,Kinh te,Quan tri Kinh doanh,128,128,2.28,Trung binh,90,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000364,Cao Kim Dung,2002-04-11,Du lich,Quan tri Dich vu Du lich,124,124,3.87,Xuat sac,98,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000365,Duong Van Nam,2002-01-29,Cong nghe Thong tin,Cong nghe Thong tin,132,132,2.58,Kha,85,Dat,Dat,Dat,0,1,Khong du dieu kien,Dang trong thoi gian ky luat cap Truong
201A000366,Hoang Gia Mai,2002-07-20,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,1.94,Yeu,70,Dat,Dat,Dat,0,0,Khong du dieu kien,GPA tich luy duoi 2.00 (Yeu)
201A000367,Do Viet Thinh,2002-10-10,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,2.1,Trung binh,52,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000368,Bui Gia Nam,2002-07-20,Truyen thong,Truyen thong Da phuong tien,121,126,3.29,Gioi,55,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 5 tin chi tich luy
201A000369,Ly Thanh Thao,2002-05-14,Du lich,Quan tri Dich vu Du lich,124,124,3.63,Xuat sac,67,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000370,Ngo Thi Em,2002-11-18,Cong nghe Thong tin,An toan Thong tin,132,132,2.73,Kha,74,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000371,Vu Minh Linh,2002-12-06,Ngoai ngu,Ngon ngu Anh,125,125,2.4,Trung binh,71,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000372,Cao Thanh Lam,2002-09-21,Du lich,Quan tri Khach san,124,124,3.0,Kha,70,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000373,Ly Duc Yen,2002-10-26,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,2.37,Trung binh,72,Dat,Chua dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Tin hoc
201A000374,Vu Minh Bich,2002-09-01,Kinh te,Ke toan,126,128,3.81,Xuat sac,93,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 2 tin chi tich luy
201A000375,Dinh Duc Khoa,2002-03-31,Cong nghe Thong tin,Ky thuat Phan mem,132,132,2.49,Trung binh,60,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000376,Pham Truc Cuong,2002-10-12,Truyen thong,Truyen thong Da phuong tien,126,126,3.33,Gioi,51,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000377,Do Tuyet Bich,2002-07-16,Cong nghe Thong tin,Cong nghe Thong tin,132,132,2.97,Kha,55,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000378,Bui Ngoc Cuong,2002-05-01,Ky thuat Cong nghe,Cong nghe Ky thuat O to,129,135,2.62,Kha,89,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 6 tin chi tich luy
201A000379,Pham Ngoc Khoa,2002-05-27,Truyen thong,Truyen thong Da phuong tien,126,126,3.82,Xuat sac,88,Chua dat,Dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Ngoai ngu
201A000380,Vu Van Bich,2002-12-30,Du lich,Quan tri Khach san,124,124,3.09,Kha,55,Dat,Chua dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Tin hoc
201A000381,Do Kim Phong,2002-01-28,Truyen thong,Truyen thong Da phuong tien,126,126,2.98,Kha,98,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000382,Ngo Tuyet Giang,2002-03-06,Ngoai ngu,Ngon ngu Anh,125,125,3.93,Xuat sac,74,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000383,Phan Hoang An,2002-10-17,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,3.08,Kha,88,Dat,Chua dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Tin hoc
201A000384,Le Thi Nam,2002-10-19,Truyen thong,Truyen thong Da phuong tien,126,126,3.56,Gioi,67,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000385,Trinh Huu Khoa,2002-06-05,Truyen thong,Truyen thong Da phuong tien,125,126,3.2,Gioi,75,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 1 tin chi tich luy
201A000386,Phan Khanh Thao,2002-12-22,Truyen thong,Quan he Cong chuong,121,126,3.39,Gioi,60,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 5 tin chi tich luy
